"scenario_id","attempt_id","execution_order","seed","model_class","family","copula","changed_factor","n_subjects","n_visits","smooth_k","n_observations","attempted","warmup","fit_returned","converged","retained","elapsed_sec","fit_elapsed_sec","simulation_elapsed_sec","setup_elapsed_sec","total_elapsed_sec","timing_scope","exclusion_reason","failure_reason","warning_count","warning_messages","error_message","checkpoint_schema_version","design_fingerprint","configuration_fingerprint","code_fingerprint","package_fingerprint","timing_environment_fingerprint","seed_scheme_version","base_seed","checkpoint_fingerprint","timing_git_sha","timing_git_dirty","timing_r_version","timing_platform","timing_os","timing_cpu_model","timing_execution_context","timing_dependency_versions"
"continuous-base",2,24,727906661,"continuous","NO","N","none",100,4,5,400,TRUE,FALSE,TRUE,TRUE,TRUE,1.06,1.06,0.370000000000005,0,1.43000000000001,"fit_only","none","none",0,"",,3,"3d9dbdbc9e18eed28d48bff56e934da9ad275c0721b3a34da978270ed9d6078a","66c45aca4c6364aa9f4aef2ff55620d81066a6e52c6244ce9c79080a3c702ccd","83d3ba28f026f0da30222a6eaaf2e4ebff3c34671fc223f6b548bc2258f15f05","f526e1de16f5ea19e66cbae9174dc234f9abac79e7336c0bf327852e4e4b6035","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797","scenario-key-v1",20260528,"94ad1cdabf4ca3f8ab36f997b8497ca632f225a35a4cf2f154dbd9915d1f66f0","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","standalone_or_unverified","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36"
"discrete-smooth_basis",3,25,1143490000,"discrete","NBI","C","smooth_k",100,4,10,400,TRUE,FALSE,TRUE,TRUE,TRUE,4.72,4.72,0.469999999999999,0,5.19,"fit_only","none","none",0,"",,3,"3d9dbdbc9e18eed28d48bff56e934da9ad275c0721b3a34da978270ed9d6078a","66c45aca4c6364aa9f4aef2ff55620d81066a6e52c6244ce9c79080a3c702ccd","83d3ba28f026f0da30222a6eaaf2e4ebff3c34671fc223f6b548bc2258f15f05","f526e1de16f5ea19e66cbae9174dc234f9abac79e7336c0bf327852e4e4b6035","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797","scenario-key-v1",20260528,"94ad1cdabf4ca3f8ab36f997b8497ca632f225a35a4cf2f154dbd9915d1f66f0","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","standalone_or_unverified","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36"
"continuous-subjects",3,26,1049487130,"continuous","NO","N","n_subjects",250,4,5,1000,TRUE,FALSE,TRUE,TRUE,TRUE,1.13,1.13,0.929999999999978,0,2.05999999999997,"fit_only","none","none",0,"",,3,"3d9dbdbc9e18eed28d48bff56e934da9ad275c0721b3a34da978270ed9d6078a","66c45aca4c6364aa9f4aef2ff55620d81066a6e52c6244ce9c79080a3c702ccd","83d3ba28f026f0da30222a6eaaf2e4ebff3c34671fc223f6b548bc2258f15f05","f526e1de16f5ea19e66cbae9174dc234f9abac79e7336c0bf327852e4e4b6035","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797","scenario-key-v1",20260528,"94ad1cdabf4ca3f8ab36f997b8497ca632f225a35a4cf2f154dbd9915d1f66f0","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","standalone_or_unverified","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36"
"discrete-visits",3,27,642584943,"discrete","NBI","C","n_visits",100,8,5,800,TRUE,FALSE,TRUE,TRUE,TRUE,7.25,7.25,1.02000000000001,0,8.27000000000001,"fit_only","none","none",0,"",,3,"3d9dbdbc9e18eed28d48bff56e934da9ad275c0721b3a34da978270ed9d6078a","66c45aca4c6364aa9f4aef2ff55620d81066a6e52c6244ce9c79080a3c702ccd","83d3ba28f026f0da30222a6eaaf2e4ebff3c34671fc223f6b548bc2258f15f05","f526e1de16f5ea19e66cbae9174dc234f9abac79e7336c0bf327852e4e4b6035","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797","scenario-key-v1",20260528,"94ad1cdabf4ca3f8ab36f997b8497ca632f225a35a4cf2f154dbd9915d1f66f0","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","standalone_or_unverified","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36"
"discrete-subjects",3,28,1229923792,"discrete","NBI","C","n_subjects",250,4,5,1000,TRUE,FALSE,TRUE,TRUE,TRUE,6.75,6.75,1.08999999999997,0,7.83999999999997,"fit_only","none","none",0,"",,3,"3d9dbdbc9e18eed28d48bff56e934da9ad275c0721b3a34da978270ed9d6078a","66c45aca4c6364aa9f4aef2ff55620d81066a6e52c6244ce9c79080a3c702ccd","83d3ba28f026f0da30222a6eaaf2e4ebff3c34671fc223f6b548bc2258f15f05","f526e1de16f5ea19e66cbae9174dc234f9abac79e7336c0bf327852e4e4b6035","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797","scenario-key-v1",20260528,"94ad1cdabf4ca3f8ab36f997b8497ca632f225a35a4cf2f154dbd9915d1f66f0","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","standalone_or_unverified","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36"
"discrete-base",3,29,1669095030,"discrete","NBI","C","none",100,4,5,400,TRUE,FALSE,TRUE,TRUE,TRUE,2.97,2.97,0.460000000000008,0,3.43000000000001,"fit_only","none","none",0,"",,3,"3d9dbdbc9e18eed28d48bff56e934da9ad275c0721b3a34da978270ed9d6078a","66c45aca4c6364aa9f4aef2ff55620d81066a6e52c6244ce9c79080a3c702ccd","83d3ba28f026f0da30222a6eaaf2e4ebff3c34671fc223f6b548bc2258f15f05","f526e1de16f5ea19e66cbae9174dc234f9abac79e7336c0bf327852e4e4b6035","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797","scenario-key-v1",20260528,"94ad1cdabf4ca3f8ab36f997b8497ca632f225a35a4cf2f154dbd9915d1f66f0","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","standalone_or_unverified","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36"
"continuous-visits",3,30,1017611343,"continuous","NO","N","n_visits",100,8,5,800,TRUE,FALSE,TRUE,TRUE,TRUE,1.51999999999998,1.51999999999998,0.880000000000024,0,2.40000000000001,"fit_only","none","none",0,"",,3,"3d9dbdbc9e18eed28d48bff56e934da9ad275c0721b3a34da978270ed9d6078a","66c45aca4c6364aa9f4aef2ff55620d81066a6e52c6244ce9c79080a3c702ccd","83d3ba28f026f0da30222a6eaaf2e4ebff3c34671fc223f6b548bc2258f15f05","f526e1de16f5ea19e66cbae9174dc234f9abac79e7336c0bf327852e4e4b6035","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797","scenario-key-v1",20260528,"94ad1cdabf4ca3f8ab36f997b8497ca632f225a35a4cf2f154dbd9915d1f66f0","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","standalone_or_unverified","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36"
"continuous-smooth_basis",3,31,1463608624,"continuous","NO","N","smooth_k",100,4,10,400,TRUE,FALSE,TRUE,TRUE,TRUE,0.899999999999977,0.899999999999977,0.379999999999995,0,1.27999999999997,"fit_only","none","none",0,"",,3,"3d9dbdbc9e18eed28d48bff56e934da9ad275c0721b3a34da978270ed9d6078a","66c45aca4c6364aa9f4aef2ff55620d81066a6e52c6244ce9c79080a3c702ccd","83d3ba28f026f0da30222a6eaaf2e4ebff3c34671fc223f6b548bc2258f15f05","f526e1de16f5ea19e66cbae9174dc234f9abac79e7336c0bf327852e4e4b6035","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797","scenario-key-v1",20260528,"94ad1cdabf4ca3f8ab36f997b8497ca632f225a35a4cf2f154dbd9915d1f66f0","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","standalone_or_unverified","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36"
"continuous-base",3,32,1022406582,"continuous","NO","N","none",100,4,5,400,TRUE,FALSE,TRUE,TRUE,TRUE,0.829999999999984,0.829999999999984,0.349999999999994,0,1.17999999999998,"fit_only","none","none",0,"",,3,"3d9dbdbc9e18eed28d48bff56e934da9ad275c0721b3a34da978270ed9d6078a","66c45aca4c6364aa9f4aef2ff55620d81066a6e52c6244ce9c79080a3c702ccd","83d3ba28f026f0da30222a6eaaf2e4ebff3c34671fc223f6b548bc2258f15f05","f526e1de16f5ea19e66cbae9174dc234f9abac79e7336c0bf327852e4e4b6035","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797","scenario-key-v1",20260528,"94ad1cdabf4ca3f8ab36f997b8497ca632f225a35a4cf2f154dbd9915d1f66f0","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","standalone_or_unverified","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36"
"discrete-smooth_basis",4,33,1437989921,"discrete","NBI","C","smooth_k",100,4,10,400,TRUE,FALSE,TRUE,TRUE,TRUE,4.25,4.25,0.389999999999986,0,4.63999999999999,"fit_only","none","none",0,"",,3,"3d9dbdbc9e18eed28d48bff56e934da9ad275c0721b3a34da978270ed9d6078a","66c45aca4c6364aa9f4aef2ff55620d81066a6e52c6244ce9c79080a3c702ccd","83d3ba28f026f0da30222a6eaaf2e4ebff3c34671fc223f6b548bc2258f15f05","f526e1de16f5ea19e66cbae9174dc234f9abac79e7336c0bf327852e4e4b6035","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797","scenario-key-v1",20260528,"94ad1cdabf4ca3f8ab36f997b8497ca632f225a35a4cf2f154dbd9915d1f66f0","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","standalone_or_unverified","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36"
"continuous-subjects",4,34,1343987051,"continuous","NO","N","n_subjects",250,4,5,1000,TRUE,FALSE,TRUE,TRUE,TRUE,1.63000000000002,1.63000000000002,0.879999999999995,0,2.51000000000002,"fit_only","none","none",0,"",,3,"3d9dbdbc9e18eed28d48bff56e934da9ad275c0721b3a34da978270ed9d6078a","66c45aca4c6364aa9f4aef2ff55620d81066a6e52c6244ce9c79080a3c702ccd","83d3ba28f026f0da30222a6eaaf2e4ebff3c34671fc223f6b548bc2258f15f05","f526e1de16f5ea19e66cbae9174dc234f9abac79e7336c0bf327852e4e4b6035","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797","scenario-key-v1",20260528,"94ad1cdabf4ca3f8ab36f997b8497ca632f225a35a4cf2f154dbd9915d1f66f0","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","standalone_or_unverified","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36"
"discrete-visits",4,35,937084864,"discrete","NBI","C","n_visits",100,8,5,800,TRUE,FALSE,TRUE,TRUE,TRUE,6.69,6.69,1.03,0,7.72,"fit_only","none","none",0,"",,3,"3d9dbdbc9e18eed28d48bff56e934da9ad275c0721b3a34da978270ed9d6078a","66c45aca4c6364aa9f4aef2ff55620d81066a6e52c6244ce9c79080a3c702ccd","83d3ba28f026f0da30222a6eaaf2e4ebff3c34671fc223f6b548bc2258f15f05","f526e1de16f5ea19e66cbae9174dc234f9abac79e7336c0bf327852e4e4b6035","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797","scenario-key-v1",20260528,"94ad1cdabf4ca3f8ab36f997b8497ca632f225a35a4cf2f154dbd9915d1f66f0","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","standalone_or_unverified","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36"
"discrete-subjects",4,36,1524423713,"discrete","NBI","C","n_subjects",250,4,5,1000,TRUE,FALSE,TRUE,TRUE,TRUE,6.22999999999999,6.22999999999999,1.06999999999999,0,7.29999999999998,"fit_only","none","none",0,"",,3,"3d9dbdbc9e18eed28d48bff56e934da9ad275c0721b3a34da978270ed9d6078a","66c45aca4c6364aa9f4aef2ff55620d81066a6e52c6244ce9c79080a3c702ccd","83d3ba28f026f0da30222a6eaaf2e4ebff3c34671fc223f6b548bc2258f15f05","f526e1de16f5ea19e66cbae9174dc234f9abac79e7336c0bf327852e4e4b6035","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797","scenario-key-v1",20260528,"94ad1cdabf4ca3f8ab36f997b8497ca632f225a35a4cf2f154dbd9915d1f66f0","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","standalone_or_unverified","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36"
"discrete-base",4,37,1963594951,"discrete","NBI","C","none",100,4,5,400,TRUE,FALSE,TRUE,TRUE,TRUE,3.89000000000001,3.89000000000001,0.399999999999977,0,4.28999999999999,"fit_only","none","none",0,"",,3,"3d9dbdbc9e18eed28d48bff56e934da9ad275c0721b3a34da978270ed9d6078a","66c45aca4c6364aa9f4aef2ff55620d81066a6e52c6244ce9c79080a3c702ccd","83d3ba28f026f0da30222a6eaaf2e4ebff3c34671fc223f6b548bc2258f15f05","f526e1de16f5ea19e66cbae9174dc234f9abac79e7336c0bf327852e4e4b6035","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797","scenario-key-v1",20260528,"94ad1cdabf4ca3f8ab36f997b8497ca632f225a35a4cf2f154dbd9915d1f66f0","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","standalone_or_unverified","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36"
"continuous-visits",4,38,1312111264,"continuous","NO","N","n_visits",100,8,5,800,TRUE,FALSE,TRUE,TRUE,TRUE,1.04000000000002,1.04000000000002,0.859999999999985,0,1.90000000000001,"fit_only","none","none",0,"",,3,"3d9dbdbc9e18eed28d48bff56e934da9ad275c0721b3a34da978270ed9d6078a","66c45aca4c6364aa9f4aef2ff55620d81066a6e52c6244ce9c79080a3c702ccd","83d3ba28f026f0da30222a6eaaf2e4ebff3c34671fc223f6b548bc2258f15f05","f526e1de16f5ea19e66cbae9174dc234f9abac79e7336c0bf327852e4e4b6035","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797","scenario-key-v1",20260528,"94ad1cdabf4ca3f8ab36f997b8497ca632f225a35a4cf2f154dbd9915d1f66f0","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","standalone_or_unverified","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36"
"continuous-smooth_basis",4,39,1758108545,"continuous","NO","N","smooth_k",100,4,10,400,TRUE,FALSE,TRUE,TRUE,TRUE,0.840000000000003,0.840000000000003,0.350000000000023,0,1.19000000000003,"fit_only","none","none",0,"",,3,"3d9dbdbc9e18eed28d48bff56e934da9ad275c0721b3a34da978270ed9d6078a","66c45aca4c6364aa9f4aef2ff55620d81066a6e52c6244ce9c79080a3c702ccd","83d3ba28f026f0da30222a6eaaf2e4ebff3c34671fc223f6b548bc2258f15f05","f526e1de16f5ea19e66cbae9174dc234f9abac79e7336c0bf327852e4e4b6035","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797","scenario-key-v1",20260528,"94ad1cdabf4ca3f8ab36f997b8497ca632f225a35a4cf2f154dbd9915d1f66f0","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","standalone_or_unverified","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36"
"continuous-base",4,40,1316906503,"continuous","NO","N","none",100,4,5,400,TRUE,FALSE,TRUE,TRUE,TRUE,0.79000000000002,0.79000000000002,0.359999999999985,0,1.15000000000001,"fit_only","none","none",0,"",,3,"3d9dbdbc9e18eed28d48bff56e934da9ad275c0721b3a34da978270ed9d6078a","66c45aca4c6364aa9f4aef2ff55620d81066a6e52c6244ce9c79080a3c702ccd","83d3ba28f026f0da30222a6eaaf2e4ebff3c34671fc223f6b548bc2258f15f05","f526e1de16f5ea19e66cbae9174dc234f9abac79e7336c0bf327852e4e4b6035","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797","scenario-key-v1",20260528,"94ad1cdabf4ca3f8ab36f997b8497ca632f225a35a4cf2f154dbd9915d1f66f0","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","standalone_or_unverified","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36"
"discrete-visits",5,41,1231584785,"discrete","NBI","C","n_visits",100,8,5,800,TRUE,FALSE,TRUE,TRUE,TRUE,4.66,4.66,1.03999999999999,0,5.69999999999999,"fit_only","none","none",0,"",,3,"3d9dbdbc9e18eed28d48bff56e934da9ad275c0721b3a34da978270ed9d6078a","66c45aca4c6364aa9f4aef2ff55620d81066a6e52c6244ce9c79080a3c702ccd","83d3ba28f026f0da30222a6eaaf2e4ebff3c34671fc223f6b548bc2258f15f05","f526e1de16f5ea19e66cbae9174dc234f9abac79e7336c0bf327852e4e4b6035","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797","scenario-key-v1",20260528,"94ad1cdabf4ca3f8ab36f997b8497ca632f225a35a4cf2f154dbd9915d1f66f0","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","standalone_or_unverified","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36"
"discrete-subjects",5,42,1818923634,"discrete","NBI","C","n_subjects",250,4,5,1000,TRUE,FALSE,TRUE,TRUE,TRUE,8.82999999999998,8.82999999999998,1.10000000000002,0,9.93000000000001,"fit_only","none","none",0,"",,3,"3d9dbdbc9e18eed28d48bff56e934da9ad275c0721b3a34da978270ed9d6078a","66c45aca4c6364aa9f4aef2ff55620d81066a6e52c6244ce9c79080a3c702ccd","83d3ba28f026f0da30222a6eaaf2e4ebff3c34671fc223f6b548bc2258f15f05","f526e1de16f5ea19e66cbae9174dc234f9abac79e7336c0bf327852e4e4b6035","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797","scenario-key-v1",20260528,"94ad1cdabf4ca3f8ab36f997b8497ca632f225a35a4cf2f154dbd9915d1f66f0","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","standalone_or_unverified","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36"
"discrete-base",5,43,110611226,"discrete","NBI","C","none",100,4,5,400,TRUE,FALSE,TRUE,TRUE,TRUE,2.25,2.25,0.419999999999987,0,2.66999999999999,"fit_only","none","none",0,"",,3,"3d9dbdbc9e18eed28d48bff56e934da9ad275c0721b3a34da978270ed9d6078a","66c45aca4c6364aa9f4aef2ff55620d81066a6e52c6244ce9c79080a3c702ccd","83d3ba28f026f0da30222a6eaaf2e4ebff3c34671fc223f6b548bc2258f15f05","f526e1de16f5ea19e66cbae9174dc234f9abac79e7336c0bf327852e4e4b6035","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797","scenario-key-v1",20260528,"94ad1cdabf4ca3f8ab36f997b8497ca632f225a35a4cf2f154dbd9915d1f66f0","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","standalone_or_unverified","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36"
"continuous-visits",5,44,1606611185,"continuous","NO","N","n_visits",100,8,5,800,TRUE,FALSE,TRUE,TRUE,TRUE,1.50999999999999,1.50999999999999,0.780000000000001,0,2.28999999999999,"fit_only","none","none",0,"",,3,"3d9dbdbc9e18eed28d48bff56e934da9ad275c0721b3a34da978270ed9d6078a","66c45aca4c6364aa9f4aef2ff55620d81066a6e52c6244ce9c79080a3c702ccd","83d3ba28f026f0da30222a6eaaf2e4ebff3c34671fc223f6b548bc2258f15f05","f526e1de16f5ea19e66cbae9174dc234f9abac79e7336c0bf327852e4e4b6035","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797","scenario-key-v1",20260528,"94ad1cdabf4ca3f8ab36f997b8497ca632f225a35a4cf2f154dbd9915d1f66f0","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","standalone_or_unverified","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36"
"continuous-smooth_basis",5,45,2052608466,"continuous","NO","N","smooth_k",100,4,10,400,TRUE,FALSE,TRUE,TRUE,TRUE,1.06999999999999,1.06999999999999,0.329999999999984,0,1.39999999999998,"fit_only","none","none",0,"",,3,"3d9dbdbc9e18eed28d48bff56e934da9ad275c0721b3a34da978270ed9d6078a","66c45aca4c6364aa9f4aef2ff55620d81066a6e52c6244ce9c79080a3c702ccd","83d3ba28f026f0da30222a6eaaf2e4ebff3c34671fc223f6b548bc2258f15f05","f526e1de16f5ea19e66cbae9174dc234f9abac79e7336c0bf327852e4e4b6035","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797","scenario-key-v1",20260528,"94ad1cdabf4ca3f8ab36f997b8497ca632f225a35a4cf2f154dbd9915d1f66f0","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","standalone_or_unverified","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36"
"continuous-base",5,46,1611406424,"continuous","NO","N","none",100,4,5,400,TRUE,FALSE,TRUE,TRUE,TRUE,1.08000000000001,1.08000000000001,0.340000000000003,0,1.42000000000002,"fit_only","none","none",0,"",,3,"3d9dbdbc9e18eed28d48bff56e934da9ad275c0721b3a34da978270ed9d6078a","66c45aca4c6364aa9f4aef2ff55620d81066a6e52c6244ce9c79080a3c702ccd","83d3ba28f026f0da30222a6eaaf2e4ebff3c34671fc223f6b548bc2258f15f05","f526e1de16f5ea19e66cbae9174dc234f9abac79e7336c0bf327852e4e4b6035","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797","scenario-key-v1",20260528,"94ad1cdabf4ca3f8ab36f997b8497ca632f225a35a4cf2f154dbd9915d1f66f0","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","standalone_or_unverified","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36"
